id,picture_name,original_confidence,removed_bg_confidence
n01558993_19437,n01558993_19437.png,"[{15: 99.92597961425781}, {12: 0.026656148955225945}, {10: 0.02105996012687683}, {19: 0.008645636960864067}, {13: 0.005143434274941683}]","[{15: 97.1247787475586}, {486: 0.2569269835948944}, {10: 0.19697977602481842}, {473: 0.1905684769153595}, {889: 0.1525658816099167}]"
n01558993_1095,n01558993_1095.png,"[{15: 99.98808288574219}, {912: 0.003697205800563097}, {10: 0.002088847802951932}, {16: 0.0010504808742552996}, {86: 0.00045958245755173266}]","[{15: 99.99230194091797}, {912: 0.002013037446886301}, {10: 0.0014501574914902449}, {950: 0.0008715091971680522}, {486: 0.00032890273723751307}]"
n01558993_7914,n01558993_7914.png,"[{15: 99.97151184082031}, {10: 0.015109159052371979}, {912: 0.0029530280735343695}, {20: 0.0017237248830497265}, {145: 0.001183042535558343}]","[{15: 99.9420394897461}, {912: 0.012434403412044048}, {10: 0.012255982495844364}, {20: 0.007405460346490145}, {145: 0.002188651589676738}]"
n01558993_14423,n01558993_14423.png,"[{15: 99.98153686523438}, {10: 0.01056989748030901}, {912: 0.0024487487971782684}, {20: 0.0011955549707636237}, {12: 0.0007122215465642512}]","[{15: 99.76273345947266}, {10: 0.08819572627544403}, {912: 0.04228616878390312}, {20: 0.03146497160196304}, {12: 0.00655779056251049}]"
n01558993_1549,n01558993_1549.png,"[{15: 99.88179779052734}, {16: 0.027861978858709335}, {10: 0.0215156190097332}, {91: 0.01991758681833744}, {262: 0.008134027011692524}]","[{15: 90.57815551757812}, {10: 8.856623649597168}, {95: 0.19178348779678345}, {21: 0.033991288393735886}, {145: 0.028900543227791786}]"
n01558993_350,n01558993_350.png,"[{15: 99.6141357421875}, {10: 0.10108988732099533}, {393: 0.04202917963266373}, {24: 0.028947439044713974}, {912: 0.02333168312907219}]","[{15: 61.66819763183594}, {24: 13.04033088684082}, {38: 3.0072267055511475}, {88: 1.3229180574417114}, {10: 1.2082713842391968}]"
n01558993_2723,n01558993_2723.png,"[{15: 81.5990219116211}, {10: 14.90989875793457}, {19: 2.643399477005005}, {12: 0.24671678245067596}, {13: 0.13995511829853058}]","[{10: 16.851116180419922}, {59: 15.186932563781738}, {34: 7.248417854309082}, {15: 6.568161487579346}, {113: 4.098309516906738}]"
n01558993_13107,n01558993_13107.png,"[{15: 99.97362518310547}, {912: 0.007339541334658861}, {10: 0.0064452411606907845}, {20: 0.002566462615504861}, {83: 0.0013296740362420678}]","[{15: 99.78771209716797}, {912: 0.04183768481016159}, {950: 0.03524775058031082}, {644: 0.012341258116066456}, {10: 0.010487362742424011}]"
n01558993_3730,n01558993_3730.png,"[{15: 99.98799896240234}, {989: 0.004745985846966505}, {10: 0.0035384490620344877}, {912: 0.0015505291521549225}, {94: 0.0006957619334571064}]","[{103: 52.56937789916992}, {15: 13.820755004882812}, {10: 13.255354881286621}, {644: 2.8247454166412354}, {145: 2.8225059509277344}]"
n01558993_26415,n01558993_26415.png,"[{15: 99.8708724975586}, {912: 0.051628123968839645}, {10: 0.01612897217273712}, {20: 0.00834118202328682}, {236: 0.0036523938179016113}]","[{15: 91.05036926269531}, {20: 3.7017006874084473}, {10: 0.583639919757843}, {912: 0.5366449356079102}, {78: 0.39449724555015564}]"
n01558993_1563,n01558993_1563.png,"[{15: 94.6191635131836}, {91: 5.119900226593018}, {16: 0.11196643859148026}, {95: 0.05113678053021431}, {94: 0.01709078811109066}]","[{390: 7.17310905456543}, {306: 4.317925453186035}, {94: 4.289188385009766}, {65: 4.257498264312744}, {512: 3.1850807666778564}]"
n01558993_14309,n01558993_14309.png,"[{15: 99.61426544189453}, {16: 0.2076500505208969}, {91: 0.02211371250450611}, {95: 0.02209482528269291}, {912: 0.0195017009973526}]","[{15: 99.15465545654297}, {20: 0.1405448019504547}, {912: 0.06700330972671509}, {16: 0.06327815353870392}, {10: 0.04229512810707092}]"
n01558993_1363,n01558993_1363.png,"[{15: 99.97489929199219}, {912: 0.013569250702857971}, {85: 0.002098351251333952}, {86: 0.0010903090005740523}, {10: 0.001003136858344078}]","[{15: 99.93807983398438}, {20: 0.015560558065772057}, {912: 0.013095259666442871}, {10: 0.006138959899544716}, {85: 0.002587221097201109}]"
n01558993_3757,n01558993_3757.png,"[{15: 98.92537689208984}, {20: 0.34764572978019714}, {10: 0.12923568487167358}, {13: 0.10005182027816772}, {145: 0.08277604728937149}]","[{15: 94.28209686279297}, {20: 1.6944650411605835}, {13: 1.0341440439224243}, {10: 0.46221256256103516}, {912: 0.23748888075351715}]"
n01558993_11314,n01558993_11314.png,"[{15: 99.82881164550781}, {912: 0.09385371208190918}, {10: 0.03216427564620972}, {20: 0.009464364498853683}, {85: 0.007131489925086498}]","[{15: 90.25120544433594}, {20: 3.774702548980713}, {10: 2.357539415359497}, {12: 1.6743577718734741}, {13: 0.49584415555000305}]"
n01558993_28716,n01558993_28716.png,"[{15: 99.68414306640625}, {16: 0.2586959898471832}, {85: 0.019043248146772385}, {12: 0.012252415530383587}, {912: 0.0074560497887432575}]","[{94: 33.61301040649414}, {16: 9.916627883911133}, {20: 9.282986640930176}, {21: 8.260026931762695}, {13: 5.494577407836914}]"
n01558993_12226,n01558993_12226.png,"[{15: 88.44583892822266}, {12: 4.619131088256836}, {10: 2.447058916091919}, {133: 1.579417109489441}, {20: 1.1593952178955078}]","[{10: 34.04912185668945}, {15: 20.72849464416504}, {11: 8.020162582397461}, {12: 7.614889621734619}, {20: 5.987041473388672}]"
n01558993_2207,n01558993_2207.png,"[{15: 99.8890609741211}, {10: 0.024477733299136162}, {12: 0.02305649220943451}, {16: 0.012107779271900654}, {86: 0.012084108777344227}]","[{15: 99.90229797363281}, {10: 0.010606001131236553}, {644: 0.007464858703315258}, {86: 0.00546290772035718}, {912: 0.005151334684342146}]"
n01558993_3733,n01558993_3733.png,"[{15: 99.97314453125}, {912: 0.015991516411304474}, {10: 0.004197899717837572}, {20: 0.0016696627717465162}, {16: 0.001012468826957047}]","[{15: 99.93023681640625}, {912: 0.021326644346117973}, {20: 0.014292081817984581}, {10: 0.007756121922284365}, {16: 0.003969650249928236}]"
n01558993_39916,n01558993_39916.png,"[{15: 99.1192398071289}, {85: 0.232749342918396}, {912: 0.10998851805925369}, {20: 0.10108339041471481}, {10: 0.051675014197826385}]","[{15: 99.73702239990234}, {85: 0.07323941588401794}, {20: 0.04354500398039818}, {912: 0.03048095665872097}, {10: 0.0124510508030653}]"
n01558993_9140,n01558993_9140.png,"[{15: 99.96467590332031}, {10: 0.01792774721980095}, {912: 0.005576318129897118}, {90: 0.0026424494571983814}, {24: 0.0016125126276165247}]","[{15: 99.72440338134766}, {10: 0.1730426847934723}, {912: 0.028150765225291252}, {20: 0.007046797778457403}, {145: 0.0057803853414952755}]"
n01558993_16650,n01558993_16650.png,"[{15: 99.98806762695312}, {912: 0.0035777040757238865}, {10: 0.0031670082826167345}, {91: 0.002859988948330283}, {95: 0.00033425865694880486}]","[{15: 92.77964782714844}, {10: 3.40195894241333}, {912: 0.9787309169769287}, {13: 0.25018632411956787}, {21: 0.12790580093860626}]"
n01558993_2513,n01558993_2513.png,"[{15: 96.5838851928711}, {91: 1.2113224267959595}, {298: 0.973128080368042}, {336: 0.23500970005989075}, {86: 0.23325268924236298}]","[{317: 17.35521125793457}, {21: 9.99720573425293}, {10: 9.12293529510498}, {126: 6.506190299987793}, {13: 4.936576843261719}]"
n01558993_6941,n01558993_6941.png,"[{15: 99.96592712402344}, {912: 0.013212036341428757}, {20: 0.010579550638794899}, {10: 0.0030040668789297342}, {16: 0.0007107093697413802}]","[{15: 99.93976593017578}, {20: 0.04256212338805199}, {912: 0.007177832070738077}, {10: 0.004349885508418083}, {85: 0.0013699366245418787}]"
n01558993_6975,n01558993_6975.png,"[{15: 99.99076080322266}, {912: 0.00554792582988739}, {10: 0.0014678826555609703}, {13: 0.0004084894899278879}, {16: 0.00034222097019664943}]","[{15: 98.94315338134766}, {912: 0.3687591850757599}, {10: 0.19832676649093628}, {13: 0.04178312048316002}, {20: 0.031090181320905685}]"
n01558993_19491,n01558993_19491.png,"[{15: 99.3883285522461}, {912: 0.09368809312582016}, {95: 0.07563267648220062}, {16: 0.05954723060131073}, {10: 0.05912117287516594}]","[{15: 94.99221801757812}, {10: 2.747645139694214}, {20: 0.5975363254547119}, {13: 0.271421879529953}, {912: 0.09952444583177567}]"
n01558993_3197,n01558993_3197.png,"[{15: 96.22523498535156}, {16: 2.3088033199310303}, {12: 1.1658064126968384}, {10: 0.10785048454999924}, {91: 0.06303990632295609}]","[{20: 17.971107482910156}, {21: 16.71979331970215}, {15: 14.125728607177734}, {12: 6.976626873016357}, {99: 6.599459171295166}]"
n01558993_489,n01558993_489.png,"[{15: 99.31513977050781}, {10: 0.4740959405899048}, {12: 0.07089415192604065}, {13: 0.029406040906906128}, {85: 0.01758921705186367}]","[{15: 92.91944122314453}, {326: 1.2676669359207153}, {5: 0.399768203496933}, {78: 0.3785068690776825}, {486: 0.27739718556404114}]"
n01558993_13895,n01558993_13895.png,"[{16: 44.5971565246582}, {15: 18.12571907043457}, {912: 4.179030418395996}, {94: 3.3260796070098877}, {11: 3.1760804653167725}]","[{94: 30.993667602539062}, {59: 14.619402885437012}, {21: 13.161911010742188}, {23: 5.816196441650391}, {22: 3.8971872329711914}]"
n01558993_7636,n01558993_7636.png,"[{15: 99.91860961914062}, {10: 0.01329368818551302}, {912: 0.012179909273982048}, {85: 0.010519604198634624}, {86: 0.005890724249184132}]","[{15: 59.96779251098633}, {10: 38.32854461669922}, {912: 0.16330164670944214}, {85: 0.12769462168216705}, {86: 0.09369990229606628}]"
n01558993_4198,n01558993_4198.png,"[{15: 74.35615539550781}, {97: 2.2778711318969727}, {99: 2.2736008167266846}, {7: 0.8092197775840759}, {950: 0.6472918391227722}]","[{15: 59.9855842590332}, {12: 16.773527145385742}, {99: 2.8564326763153076}, {19: 1.7670830488204956}, {13: 1.6691824197769165}]"
n01558993_3478,n01558993_3478.png,"[{15: 98.49584197998047}, {90: 0.13771358132362366}, {20: 0.09876050800085068}, {86: 0.07578393816947937}, {24: 0.062019407749176025}]","[{15: 80.54326629638672}, {87: 3.0584933757781982}, {24: 2.446751594543457}, {88: 1.4137636423110962}, {8: 1.1426961421966553}]"
n01558993_13092,n01558993_13092.png,"[{15: 99.88906860351562}, {20: 0.03608718886971474}, {85: 0.012002208270132542}, {16: 0.01110758911818266}, {95: 0.007447361014783382}]","[{15: 87.05017852783203}, {10: 1.8101956844329834}, {21: 1.5359489917755127}, {912: 0.7199262976646423}, {20: 0.4366629719734192}]"
n01558993_3229,n01558993_3229.png,"[{15: 99.95769500732422}, {10: 0.028009669855237007}, {950: 0.0024056651163846254}, {20: 0.0018312333850190043}, {912: 0.0013921938370913267}]","[{15: 99.75558471679688}, {10: 0.0933014452457428}, {950: 0.08754667639732361}, {912: 0.005320769269019365}, {20: 0.003993407357484102}]"
n01558993_13360,n01558993_13360.png,"[{15: 99.85659790039062}, {85: 0.058331627398729324}, {912: 0.022441627457737923}, {20: 0.01063082367181778}, {10: 0.008112246170639992}]","[{15: 40.67828369140625}, {85: 23.97344398498535}, {21: 14.420334815979004}, {20: 7.033173561096191}, {10: 3.0635452270507812}]"
n01558993_22926,n01558993_22926.png,"[{15: 99.97058868408203}, {10: 0.015077323652803898}, {912: 0.003039010800421238}, {13: 0.002745415549725294}, {20: 0.001618164824321866}]","[{15: 99.39633178710938}, {20: 0.2663406431674957}, {10: 0.13665202260017395}, {16: 0.07403190433979034}, {13: 0.041763290762901306}]"
n01558993_8387,n01558993_8387.png,"[{15: 99.99211120605469}, {912: 0.002748052589595318}, {16: 0.0014770510606467724}, {91: 0.0009477725252509117}, {10: 0.00030823974520899355}]","[{15: 91.53650665283203}, {20: 7.167520523071289}, {13: 0.3579629957675934}, {10: 0.2903568148612976}, {85: 0.11744247376918793}]"
n01558993_5552,n01558993_5552.png,"[{15: 99.907470703125}, {10: 0.05517689883708954}, {912: 0.009840450249612331}, {83: 0.003702083369717002}, {86: 0.0032045950647443533}]","[{15: 99.27392578125}, {10: 0.21962080895900726}, {912: 0.11452780663967133}, {20: 0.04590272158384323}, {12: 0.019220612943172455}]"
n01558993_14234,n01558993_14234.png,"[{15: 50.161041259765625}, {10: 15.636609077453613}, {133: 4.388516426086426}, {97: 3.952747106552124}, {37: 2.454572916030884}]","[{38: 22.575424194335938}, {112: 19.84440803527832}, {36: 18.95966339111328}, {397: 5.186972618103027}, {37: 2.878713846206665}]"
n01558993_13390,n01558993_13390.png,"[{15: 99.95955657958984}, {10: 0.012846644967794418}, {912: 0.0069593205116689205}, {95: 0.0015977411530911922}, {86: 0.0012007224140688777}]","[{15: 99.22235870361328}, {912: 0.15161891281604767}, {10: 0.11562080681324005}, {20: 0.04665997624397278}, {21: 0.026054443791508675}]"
n01558993_13259,n01558993_13259.png,"[{15: 65.22346496582031}, {21: 15.814696311950684}, {22: 10.130172729492188}, {23: 2.885587692260742}, {82: 1.3951767683029175}]","[{21: 45.11210632324219}, {15: 26.483165740966797}, {23: 7.2407989501953125}, {22: 6.635361194610596}, {24: 4.192275524139404}]"
n01558993_7634,n01558993_7634.png,"[{15: 99.98933410644531}, {10: 0.004196112975478172}, {12: 0.002169522223994136}, {912: 0.001494655734859407}, {16: 0.00036609749076887965}]","[{15: 98.98260498046875}, {10: 0.17969508469104767}, {912: 0.10049597173929214}, {20: 0.052154541015625}, {12: 0.04345600679516792}]"
n01558993_4734,n01558993_4734.png,"[{15: 99.94053649902344}, {10: 0.015556934289634228}, {912: 0.00994836911559105}, {12: 0.0057947696186602116}, {91: 0.005401098169386387}]","[{15: 99.7652359008789}, {10: 0.10341478884220123}, {12: 0.02552502043545246}, {912: 0.009939362294971943}, {13: 0.009808558039367199}]"
n01558993_3080,n01558993_3080.png,"[{15: 99.98699188232422}, {912: 0.009604656137526035}, {10: 0.0003459980362094939}, {95: 0.0003205636458005756}, {20: 0.0002216106659034267}]","[{15: 99.92377471923828}, {912: 0.025156430900096893}, {10: 0.017260964959859848}, {236: 0.003033853368833661}, {592: 0.0028972788713872433}]"
n01558993_8475,n01558993_8475.png,"[{15: 94.55284118652344}, {86: 1.6498863697052002}, {85: 0.9453723430633545}, {82: 0.5592283010482788}, {10: 0.5111492276191711}]","[{114: 17.746259689331055}, {20: 8.254536628723145}, {103: 3.8652517795562744}, {644: 2.970404624938965}, {677: 2.3331925868988037}]"
n01558993_5065,n01558993_5065.png,"[{15: 99.8856430053711}, {912: 0.02708893083035946}, {10: 0.014037827029824257}, {13: 0.006199259776622057}, {20: 0.005684542469680309}]","[{15: 99.7519760131836}, {912: 0.06914442777633667}, {10: 0.04197102040052414}, {20: 0.01779736950993538}, {13: 0.004672463517636061}]"
n01558993_14470,n01558993_14470.png,"[{15: 95.62140655517578}, {10: 1.4852099418640137}, {85: 0.5237957239151001}, {91: 0.4534989595413208}, {21: 0.36560937762260437}]","[{21: 67.76297760009766}, {10: 7.980460166931152}, {94: 7.67667293548584}, {12: 4.486342430114746}, {11: 1.9197767972946167}]"
n01558993_9796,n01558993_9796.png,"[{15: 99.4931640625}, {16: 0.23211932182312012}, {10: 0.16595132648944855}, {91: 0.023396942764520645}, {912: 0.016607966274023056}]","[{10: 50.81459426879883}, {15: 24.315719604492188}, {94: 5.221257209777832}, {13: 1.1031590700149536}, {20: 0.7706412672996521}]"
n01558993_7567,n01558993_7567.png,"[{15: 99.7015151977539}, {20: 0.1076727882027626}, {10: 0.05336496978998184}, {912: 0.02303190901875496}, {85: 0.012653984129428864}]","[{15: 99.85227966308594}, {912: 0.05294869840145111}, {20: 0.02074984274804592}, {10: 0.02024313062429428}, {13: 0.005651653278619051}]"
n01558993_5122,n01558993_5122.png,"[{15: 99.96021270751953}, {85: 0.011605464853346348}, {912: 0.010705412365496159}, {20: 0.004189973697066307}, {86: 0.003073535393923521}]","[{15: 99.25679016113281}, {20: 0.47419437766075134}, {912: 0.0355905145406723}, {10: 0.028733830899000168}, {85: 0.017404016107320786}]"
n01558993_4970,n01558993_4970.png,"[{15: 97.68019104003906}, {12: 0.709473729133606}, {16: 0.359518438577652}, {19: 0.2814560532569885}, {10: 0.27780237793922424}]","[{15: 91.65863800048828}, {486: 1.4372609853744507}, {12: 1.3085660934448242}, {10: 0.6857523918151855}, {19: 0.5682767033576965}]"
n01558993_19892,n01558993_19892.png,"[{15: 99.97765350341797}, {912: 0.0073052700608968735}, {10: 0.006712783128023148}, {16: 0.0016897700261324644}, {95: 0.0008528747712261975}]","[{15: 99.85762023925781}, {950: 0.04327334463596344}, {912: 0.021463852375745773}, {10: 0.00847176555544138}, {486: 0.006874504499137402}]"
n01558993_11703,n01558993_11703.png,"[{15: 99.97985076904297}, {912: 0.008549126796424389}, {10: 0.004118708893656731}, {989: 0.0013124346733093262}, {950: 0.0012009353376924992}]","[{15: 99.93968200683594}, {10: 0.015845563262701035}, {912: 0.011828851886093616}, {950: 0.010726348496973515}, {85: 0.0031066429801285267}]"
n01558993_2637,n01558993_2637.png,"[{15: 99.96369171142578}, {912: 0.01366405375301838}, {20: 0.008254773914813995}, {10: 0.0034862193278968334}, {85: 0.0009672530577518046}]","[{15: 99.86703491210938}, {20: 0.02812158688902855}, {912: 0.017342349514365196}, {10: 0.013353160582482815}, {950: 0.0050870091654360294}]"
n01558993_18630,n01558993_18630.png,"[{15: 99.94667053222656}, {10: 0.014199812896549702}, {83: 0.0060457149520516396}, {912: 0.005367614794522524}, {86: 0.003102723741903901}]","[{15: 99.98340606689453}, {912: 0.0057365442626178265}, {10: 0.0024834393989294767}, {950: 0.0007530760485678911}, {20: 0.0007050127605907619}]"
n01558993_1280,n01558993_1280.png,"[{15: 88.85238647460938}, {912: 2.7242085933685303}, {16: 1.176311731338501}, {82: 1.1132029294967651}, {85: 0.8900249600410461}]","[{15: 58.91807174682617}, {12: 4.438850402832031}, {16: 3.8755033016204834}, {20: 3.1874353885650635}, {21: 2.8322222232818604}]"
n01558993_5509,n01558993_5509.png,"[{15: 99.98214721679688}, {10: 0.01021606381982565}, {912: 0.0029612104408442974}, {95: 0.00096782116452232}, {145: 0.0005019931704737246}]","[{15: 99.96664428710938}, {10: 0.015834396705031395}, {912: 0.009420660324394703}, {950: 0.0010475327726453543}, {21: 0.0007456823368556798}]"
n01558993_11656,n01558993_11656.png,"[{15: 99.99224090576172}, {912: 0.0037716683000326157}, {10: 0.0019424996571615338}, {95: 0.0002195864508394152}, {12: 0.00021382163686212152}]","[{15: 95.64836120605469}, {10: 2.773458242416382}, {94: 0.34362679719924927}, {13: 0.3031478226184845}, {21: 0.15617209672927856}]"
n01558993_4093,n01558993_4093.png,"[{15: 99.91295623779297}, {989: 0.029137548059225082}, {10: 0.007114781998097897}, {16: 0.006844366900622845}, {912: 0.005981707479804754}]","[{21: 48.70279312133789}, {15: 45.395477294921875}, {22: 1.5885459184646606}, {85: 0.5430303812026978}, {20: 0.45413267612457275}]"
n01558993_11589,n01558993_11589.png,"[{15: 99.97894287109375}, {10: 0.005431474652141333}, {912: 0.0051411171443760395}, {85: 0.0023832996375858784}, {16: 0.0015379260294139385}]","[{15: 99.49186706542969}, {912: 0.12676545977592468}, {10: 0.10293906182050705}, {20: 0.054820261895656586}, {85: 0.018590113148093224}]"
n01558993_15175,n01558993_15175.png,"[{15: 92.94755554199219}, {825: 0.7318613529205322}, {90: 0.5769076347351074}, {20: 0.4602784812450409}, {81: 0.3712082803249359}]","[{15: 99.6180191040039}, {10: 0.1024153083562851}, {950: 0.06889419257640839}, {644: 0.04616261646151543}, {912: 0.02288280427455902}]"
n01558993_20397,n01558993_20397.png,"[{15: 99.7411880493164}, {912: 0.09533535689115524}, {85: 0.04927971214056015}, {20: 0.04172760993242264}, {86: 0.00971593614667654}]","[{15: 90.46308135986328}, {20: 2.0338263511657715}, {85: 0.9854563474655151}, {21: 0.47978758811950684}, {912: 0.4018704295158386}]"
n01558993_172,n01558993_172.png,"[{15: 99.99079895019531}, {912: 0.0033558483701199293}, {20: 0.0012843472650274634}, {10: 0.0010384350316599011}, {85: 0.0007882777135819197}]","[{15: 98.46647644042969}, {20: 0.37007614970207214}, {10: 0.2637321949005127}, {912: 0.17727285623550415}, {13: 0.07408757507801056}]"
n01558993_7147,n01558993_7147.png,"[{15: 99.99372100830078}, {912: 0.002718503586947918}, {10: 0.002213422441855073}, {950: 0.000249532051384449}, {12: 0.00015840225387364626}]","[{15: 99.9470443725586}, {10: 0.03158171847462654}, {950: 0.004178890958428383}, {912: 0.0031512235291302204}, {133: 0.0007335073896683753}]"
n01558993_8561,n01558993_8561.png,"[{15: 99.85895538330078}, {10: 0.04400109127163887}, {912: 0.020140882581472397}, {20: 0.017961297184228897}, {133: 0.005036378279328346}]","[{15: 98.9462890625}, {10: 0.48520341515541077}, {20: 0.4083734154701233}, {912: 0.03198542445898056}, {280: 0.01013152301311493}]"
n01558993_406,n01558993_406.png,"[{15: 98.81163787841797}, {95: 0.5031354427337646}, {133: 0.4029165506362915}, {16: 0.08042200654745102}, {10: 0.07229568064212799}]","[{15: 99.57178497314453}, {10: 0.2730327844619751}, {94: 0.03682854026556015}, {133: 0.022553086280822754}, {950: 0.01225114706903696}]"
n01558993_14116,n01558993_14116.png,"[{15: 98.9593276977539}, {10: 0.80548095703125}, {26: 0.06714751571416855}, {27: 0.017215628176927567}, {114: 0.013426583260297775}]","[{15: 59.901981353759766}, {10: 12.231433868408203}, {112: 4.457622528076172}, {94: 2.6205174922943115}, {1: 2.370396137237549}]"
n01558993_2010,n01558993_2010.png,"[{15: 98.91971588134766}, {912: 0.22300851345062256}, {16: 0.09225217252969742}, {10: 0.08804941922426224}, {85: 0.07681279629468918}]","[{15: 99.42881774902344}, {912: 0.0816681906580925}, {10: 0.04881259799003601}, {20: 0.044784970581531525}, {950: 0.02733159437775612}]"
n01558993_13906,n01558993_13906.png,"[{15: 99.69355010986328}, {10: 0.2225809097290039}, {912: 0.013994793407619}, {20: 0.011132834479212761}, {86: 0.008548443205654621}]","[{15: 94.95069122314453}, {10: 2.9109158515930176}, {20: 0.24474142491817474}, {94: 0.23672473430633545}, {16: 0.15776050090789795}]"
n01558993_11384,n01558993_11384.png,"[{15: 99.99730682373047}, {10: 0.0009551034891046584}, {20: 0.0006625020760111511}, {85: 0.0003814281662926078}, {139: 0.0003039299917872995}]","[{15: 99.86336517333984}, {10: 0.06737901270389557}, {85: 0.02744557522237301}, {20: 0.008270155638456345}, {94: 0.004323401488363743}]"
n01558993_1516,n01558993_1516.png,"[{15: 98.27740478515625}, {91: 0.4378606677055359}, {19: 0.38070666790008545}, {13: 0.2177840769290924}, {10: 0.2121720016002655}]","[{15: 96.99311828613281}, {10: 2.144226551055908}, {12: 0.49464601278305054}, {13: 0.06659859418869019}, {20: 0.043402932584285736}]"
n01558993_1233,n01558993_1233.png,"[{15: 99.97481536865234}, {10: 0.008455655537545681}, {85: 0.0028422607574611902}, {86: 0.0024838608223944902}, {912: 0.00208055111579597}]","[{15: 99.62818145751953}, {20: 0.15845339000225067}, {10: 0.048793092370033264}, {912: 0.021252650767564774}, {85: 0.021127600222826004}]"
n01558993_427,n01558993_427.png,"[{15: 99.87361907958984}, {912: 0.05042339488863945}, {10: 0.012931041419506073}, {16: 0.012829946354031563}, {20: 0.008648122660815716}]","[{15: 99.83549499511719}, {912: 0.03124016895890236}, {20: 0.02930927462875843}, {16: 0.010211709886789322}, {10: 0.008819899521768093}]"
n01558993_4465,n01558993_4465.png,"[{15: 96.99430084228516}, {912: 0.5980194211006165}, {950: 0.1454252004623413}, {312: 0.12332828342914581}, {541: 0.0865323394536972}]","[{15: 96.92316436767578}, {950: 0.4714480936527252}, {912: 0.16879591345787048}, {644: 0.1090531125664711}, {473: 0.10479243099689484}]"
n01558993_15251,n01558993_15251.png,"[{15: 99.3508071899414}, {16: 0.15777763724327087}, {21: 0.1228099837899208}, {83: 0.1175914779305458}, {12: 0.06613057106733322}]","[{21: 76.03096008300781}, {15: 8.110222816467285}, {94: 6.083337783813477}, {16: 1.83657705783844}, {85: 1.6658856868743896}]"
n01558993_9123,n01558993_9123.png,"[{15: 99.98058319091797}, {912: 0.009384291246533394}, {16: 0.0027165214996784925}, {91: 0.0021002343855798244}, {95: 0.0016744271852076054}]","[{15: 99.97567749023438}, {10: 0.004880744963884354}, {912: 0.0038302827160805464}, {91: 0.0028336949180811644}, {644: 0.0022868108935654163}]"
n01558993_7625,n01558993_7625.png,"[{15: 99.80333709716797}, {91: 0.09353654086589813}, {16: 0.05817693844437599}, {95: 0.022996122017502785}, {21: 0.009659267030656338}]","[{15: 96.89102935791016}, {21: 1.360077142715454}, {10: 0.27347317337989807}, {16: 0.19467391073703766}, {91: 0.15775582194328308}]"
n01558993_10442,n01558993_10442.png,"[{15: 99.83855438232422}, {912: 0.0907488539814949}, {95: 0.03279845044016838}, {91: 0.006020348519086838}, {90: 0.0057137152180075645}]","[{15: 93.33877563476562}, {10: 2.3773257732391357}, {644: 1.080157995223999}, {21: 0.3790174424648285}, {473: 0.2665925920009613}]"
n01558993_12535,n01558993_12535.png,"[{15: 99.92965698242188}, {20: 0.011920793913304806}, {912: 0.011637222953140736}, {10: 0.009925303049385548}, {16: 0.0041061448864638805}]","[{15: 98.3631362915039}, {20: 0.5860272645950317}, {10: 0.13079217076301575}, {912: 0.07112319022417068}, {13: 0.06653383374214172}]"
n01558993_11517,n01558993_11517.png,"[{15: 96.60836029052734}, {912: 3.19529390335083}, {489: 0.03980669006705284}, {10: 0.024415412917733192}, {95: 0.009605913423001766}]","[{15: 99.01282501220703}, {10: 0.23347146809101105}, {912: 0.19302493333816528}, {644: 0.043369729071855545}, {21: 0.0358227901160717}]"
n01558993_3490,n01558993_3490.png,"[{15: 99.65889739990234}, {86: 0.08349200338125229}, {912: 0.04515814408659935}, {82: 0.03160297870635986}, {85: 0.028327103704214096}]","[{15: 99.07168579101562}, {91: 0.12873142957687378}, {912: 0.1004728376865387}, {10: 0.0950869545340538}, {85: 0.0813547894358635}]"
n01558993_1479,n01558993_1479.png,"[{15: 99.99835205078125}, {10: 0.0008512610220350325}, {912: 0.00038159554242156446}, {85: 0.00010761454905150458}, {20: 8.59873543959111e-05}]","[{15: 99.88912963867188}, {10: 0.05813683941960335}, {85: 0.011530250310897827}, {19: 0.010103901848196983}, {20: 0.009230702184140682}]"
n01558993_2182,n01558993_2182.png,"[{15: 99.79574584960938}, {912: 0.04018149524927139}, {10: 0.026771390810608864}, {20: 0.022695530205965042}, {95: 0.013827227987349033}]","[{15: 99.60366821289062}, {10: 0.09553228318691254}, {912: 0.05799024924635887}, {21: 0.021563135087490082}, {20: 0.01897939294576645}]"
n01558993_6351,n01558993_6351.png,"[{15: 99.08013916015625}, {10: 0.32212409377098083}, {16: 0.23272199928760529}, {95: 0.09700806438922882}, {91: 0.0907861739397049}]","[{15: 48.607208251953125}, {957: 29.308795928955078}, {989: 4.754563331604004}, {10: 3.926532745361328}, {950: 2.8837718963623047}]"
n01558993_14319,n01558993_14319.png,"[{15: 94.85713195800781}, {85: 2.505622148513794}, {13: 0.8666244149208069}, {19: 0.36750948429107666}, {20: 0.3242529630661011}]","[{5: 23.304189682006836}, {21: 12.897374153137207}, {20: 8.454413414001465}, {6: 5.514592170715332}, {85: 4.344088554382324}]"
n01558993_14392,n01558993_14392.png,"[{15: 99.94657897949219}, {10: 0.018338598310947418}, {912: 0.012779349461197853}, {20: 0.0024985666386783123}, {133: 0.001494616619311273}]","[{15: 98.95336151123047}, {912: 0.19594848155975342}, {10: 0.18913552165031433}, {20: 0.11609669029712677}, {12: 0.04578585922718048}]"
